	ID	4.3	5.4	5.5	6.4	6.5	16.4	18.2	18.3	25.4	26.4	26.5	29.2	29.3	29.4	29.5	BC1.1	BC1.2	MC1.1	MC1.2	MC1.3	MC3.1	MC3.2	MC3.3	PC1.1	PC1.2	PC1.3	PC2.1	PC2.2	PC2.3	PC3.1	PC3.2	PC3.3
74	55429-29-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	261167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75	2035-99-6	0.0	0.0	953165.0	772661.0	0.0	0.0	0.0	635149.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76	17431-03-7	674134.0	1186321.0	1641792.0	913872.0	618298.0	666907.0	717974.0	905509.0	293558.0	415077.0	395748	540811.0	607755.0	1160318.0	919551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77	706-14-9	0.0	0.0	0.0	0.0	0.0	158150.0	0.0	0.0	233295.0	0.0	0	297296.0	320675.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78	1000187-26-8	0.0	0.0	208686.0	0.0	0.0	0.0	0.0	313447.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79	1000481-55-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80	1000134-66-0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	344436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81	16662-87-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82461.0	0.0
82	298-03-3	0.0	494247.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39268.0	0.0	0.0	0.0	0.0	0.0	0.0	82672.0	0.0
83	1067-87-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48675.0	0.0	0.0	0.0	0.0	0.0	0.0
84	1010401-95-5	90311477.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85	407-41-0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165562.0	0.0
86	1516-68-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205937.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87	1000336-45-3	0.0	673750.0	966429.0	705380.0	723586.0	467024.0	421808.0	887420.0	0.0	0.0	0	0.0	0.0	1261934.0	947542.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88	55956-32-6	0.0	247235.0	0.0	0.0	0.0	132486.0	325141.0	0.0	0.0	0.0	0	0.0	0.0	0.0	200787.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177751.0	792289.0	0.0	0.0	0.0	1228897.0	1308059.0	0.0
89	17046-22-9	35199190.0	22718104.0	39726182.0	17628278.0	37025371.0	16065280.0	34147361.0	34481599.0	0.0	0.0	0	0.0	0.0	37609705.0	35779035.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90	126679-28-5	471963.0	895291.0	968077.0	1081488.0	1458112.0	0.0	420274.0	626627.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91	111-02-4	0.0	0.0	0.0	0.0	365694.0	0.0	0.0	731957.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92	30673-38-2	0.0	0.0	0.0	284605.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93	5283-66-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	708267.0	501470.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94	333416-13-0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	464731.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	110654-47-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	342374.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
