,NTB.2,NTB.3,NTJ.3,BC2.2,BC2.3,BC3.1,BC3.2,BC3.3,BC4.1,BC4.2,BC4.3,BC5.2,BC6.1,BC6.2,BC6.3,BC7.1,BC7.2,BC7.3,BC1.1,BC1.2,MC1.1,MC1.2,MC1.3,MC3.1,MC3.2,MC3.3,PC1.1,PC1.2,PC1.3,PC2.1,PC2.2,PC2.3,PC3.1,PC3.2,PC3.3,sum,label
18.2,0.006532220806427777,0.023845715899437837,0.07863710847151785,0.04961553661994744,0.036863817633391555,0.018086524489139087,0.011008920601355242,0.014412982167325995,0.07257434135757067,0.08569998583466418,0.09339311648056069,0.006767687522219079,0.01186699542249874,0.008732861961211664,0.018258549491638437,0.09327280960522041,0.10888342727375126,0.09671008107415713,0.0052574512648308706,0.00761135163783748,0.007045585150851196,0.005731146509783752,0.0061385390385090355,0.030293522172744388,0.03158393833611157,0.028213066557700558,-0.0009543805384186811,0.005912202278706661,0.010410724017993842,0.00257048587371441,0.0016594161438215607,0.0027549759639631617,0.00013070638605712875,-0.0011762550865465164,-0.0018512428239920848,0.9764939155957035,0
18.3,0.003818484720863432,0.05656646396750516,0.18886743706994136,0.1240063065586107,0.09399063785178334,0.0477880337523511,0.031494414707769695,0.03902498267399898,0.1804871168549578,0.21250675477489878,0.23093761104840974,0.014189736794191492,0.020810035552400942,0.0158976935988769,0.045138140300656104,0.16748179632395752,0.19008285055463664,0.17030775224236488,0.0015017956239191865,0.0033281804192435227,0.0027326341322854064,0.006661200362930942,0.0021347402676922312,0.016445432348777267,0.01742716576626027,0.012236534276818915,-0.0037825643038315176,0.001471682658005629,0.043552532862297405,0.0529916571347285,0.05194553101406748,0.04379443252292541,0.03261631152195694,0.02587446002472845,0.045539905037929394,2.18986788101891,1
23.1,0.01393701009260482,0.010278077796194201,0.016731578159826427,0.012988615335033975,0.010046256832898703,0.009259994254054917,0.005314194387207353,0.007412260903037383,0.018166348113064227,0.018149120310557994,0.01956384065242589,0.039913602001177904,0.05381441370305197,0.0031833298533440755,0.007863648993670754,0.06744488282619539,0.07332007311930927,0.06951347898621456,0.00036505010318731396,-0.0012047764464704971,0.00047199163211744145,0.007329358556682874,-0.0006423202895701151,0.0037072185735613594,0.0029830898089511734,0.0022021469060913294,0.0024974630442835097,0.04096000805425601,0.06659891296589723,0.1027428354239329,0.0969365493490961,0.09690177767233593,0.06178903394261673,0.05324763959642332,0.08530241776695165,1.0790891229802142,0
23.2,0.000810791546267277,0.015542042488824959,0.038482629609039,0.027359914979442977,0.020878444572328708,0.011214455288765078,0.006665658756443709,0.00886388154625043,0.040149862547517456,0.04532179096199239,0.04865312934601237,0.0010617221226495845,0.00119919567469101,0.0073750849889292775,0.009810632477640914,0.02499206255506274,0.030415820772324735,0.025613556760042743,-0.0005545256028394281,4.796484009501465e-05,-0.0008029133144668305,0.007597987359434048,-0.00019290778389063939,0.004695674539699785,0.0032902175885709873,0.005740250974377546,0.01441403733115898,0.005578091333038792,0.062207606134468844,0.10505259873439905,0.10215374814992972,0.08534516787242048,0.05473655092758146,0.05070924117525694,0.08361150991906514,0.9480409771725253,0
23.3,0.001873947362469069,0.020602190548437642,0.0457134854700809,0.03126916706231563,0.025205967009926215,0.011525012764429597,0.008406967561310631,0.011051796257856855,0.04610182222377072,0.04954270668923203,0.052910815309356325,0.0016247598199279204,0.002274171239350497,0.007185392950471518,0.012615059119118508,0.03834144502157699,0.044592476894943514,0.0371582067666602,-0.001558771511336112,-0.001473569233022069,-0.0015034626902638425,0.006389511565494612,-0.001397936609262789,-0.002486099664345616,-0.0032049848265012625,-0.002552959701449597,0.012140454591202247,0.005954585938941515,0.05924621530678314,0.10070153313457623,0.09263202609319586,0.07818512830406629,0.05330751476497533,0.0483144632057802,0.07935883110085037,0.9700478698409192,0
24.1,0.0064728118744891115,0.04989202639091779,0.03635003914664215,0.03668191849191211,0.03345959982012536,0.010779898100284192,0.01491827919065528,0.020649655243661212,0.04031807872719553,0.045740083489094176,0.05094071082096636,0.0008257089198012923,0.002983088885489194,0.0025216860850135066,0.016106628514776476,0.05912003607518858,0.06610804875743931,0.05341795917550274,-0.0011774921420758483,-0.0017622167767426511,-0.0019023334709148197,0.005701500226650762,-0.0011487962819727766,-0.0021839208989129144,-0.002118352620618189,-0.00258299497532745,-0.003127914346285868,-0.0026271606195768316,0.05230354640309967,0.08262132671821372,0.08135051825549762,0.07185915963233823,0.048859111325928156,0.04288376789590345,0.07048374713637497,0.9847177531707336,0
24.2,0.0012311113602489817,0.020477217355465142,0.07106053409538539,0.04627644877005519,0.035834481266262666,0.01840695400323876,0.011914523938009462,0.014854200302598774,0.06593212571367218,0.07844679256689766,0.08335954499540782,0.0033071983149195947,0.004712286915489167,0.008949511933468258,0.017627559757219243,0.04348831372985498,0.050340625582900374,0.044930604189630526,-0.001005231822019459,-0.0005829596595769728,-0.0008035302900160836,0.007004894670086864,-0.0007994655406121125,0.0013587071963984208,-0.000661103482214232,0.005097549454996171,0.013676252386421032,0.00890964527673083,0.06111532260787084,0.10609480341637649,0.10217235161577645,0.08296738671965616,0.0534588809901817,0.05025276549033973,0.08193656624628007,1.1913428700674,0
24.3,0.000581599395950436,0.026068289344984372,0.08404491028049897,0.05543159465697175,0.0413831350239285,0.021418475371004157,0.013192724748476084,0.016796870718552726,0.07982274652164394,0.0971679506194995,0.10907500586768108,0.004885259901769295,0.008999276662809525,0.009190331689531261,0.01931727510293711,0.09386755088717595,0.10221283581492335,0.09167125880383242,-0.0020389462219410266,-0.0020970150735863955,-0.0021683960630939233,0.005246305402126898,-0.001856845387965232,-0.0038921976353278546,-0.003769813667267296,-0.0037135460974258875,0.009181946176400665,0.0045384102107238625,0.05183550258449913,0.09077759379601075,0.08607685517778575,0.07027146662200404,0.04691347429707271,0.042722762418324435,0.07225377780160853,1.3354084257521195,0
25.1,0.005448890690952006,0.13013418546994948,0.02800755722246313,0.05601083230594357,0.06300757840025095,0.011179760144812168,0.030002736746581486,0.04366233691662683,0.031616678828119874,0.0358104076725394,0.03962273308247308,7.849369619769233e-05,0.001763194543279658,0.002410548570195462,0.027654010616699944,0.048052890315905594,0.05131570421915412,0.034307526775042604,-0.0009170429665756456,-0.0015290371017276324,-0.00032208083934118453,0.005431837836709783,-0.0013889806301446252,0.0008081281701671713,-0.00011970551147212624,-0.0008612505657922742,0.0018974184696134958,0.0007144736690975385,0.0568041004946835,0.08512593982283154,0.08126441935161177,0.08202294265520663,0.05241323018728698,0.04442419463146908,0.07249135780426792,1.118346011695079,0
25.2,0.00017671700664370963,0.015375389791433748,0.05180728733355937,0.033825338000695815,0.02547317410967645,0.012786761936712764,0.00793695124054036,0.010249884069102055,0.05767529079788676,0.06083124289293242,0.06450272268418468,0.0037587832229726997,0.004045910591946908,0.00682240329357414,0.01183416464827129,0.03415217809908179,0.04220459764588869,0.03456397000909206,-0.002075338064327514,-0.002003820357216174,-0.0015149648413903245,0.005152004461896427,-0.002055285585139395,-0.003285875677473009,-0.003350408042207418,-0.0005807211492885234,0.010470296478438978,0.007419465084766644,0.05477585074703445,0.08945938772205582,0.08369735173654279,0.07005356821661399,0.0489910776156052,0.04378915673497075,0.07267783345098103,0.9496423459060594,0
25.3,0.001269662851605242,0.011690532385695264,0.03837982318673959,0.02445486595518859,0.018126997616676372,0.009304595822578662,0.005331230949172065,0.007194599233066345,0.04208946547223344,0.04396248954124616,0.04764660326328537,0.0013147298060244548,0.0009536595486116322,0.004182336797057178,0.007752212759717247,0.024566291582537748,0.030799773725750948,0.025082787107217577,-0.0017062945956711063,-0.0019760966648407373,-0.0014276675427671395,0.005812446241849084,-0.0016686143746956904,-0.0029831260837165103,-0.002309653008711254,-0.0016156779299898029,-0.00025271844761706557,-0.0004959215761426418,0.05736234570996069,0.08802896840961158,0.09960916536595338,0.07602591572695683,0.05200478232809723,0.04535790640518141,0.0846947675768518,0.8385631851447138,0
25.4,0.002797753820710288,0.0014882408493172303,0.0012532158569669156,0.00011080470474631883,-0.000367745479902454,-0.0006591137474986336,-0.0001442165062617823,-0.00021930611180746845,-0.0005423131439123404,-0.0013207478074194713,-0.001222539531760567,-0.0010472311936076085,-0.0015942822275375231,-0.001299658810984991,0.0002770385333809691,-0.0012472340155981095,-0.0010459560112096185,-0.0009685930442910097,0.007063017444632239,0.007897865466565623,0.008039889347718241,0.006523946577319474,0.006486411085406018,0.031263539155077236,0.03000494889686124,0.03179779524186809,0.008192230803847464,0.006058474081880666,0.01051502982213005,0.020577694986692336,0.013375875487099132,0.015451451770510723,0.004812990800765777,0.005686087968560192,0.00580741521268055,0.21380278028294517,0
26.1,-0.0004479032936874161,0.08152452841021327,0.003059241616074617,0.026000683472118417,0.03426639203164804,0.0029357432121734145,0.017837631699722162,0.025233388021232515,0.006513985049127532,0.006538076955829735,0.008707215598016084,-0.0010191661915713631,-0.0006725710582693995,-0.0008319638052392014,0.016447231911968136,0.024305810841297647,0.02490282115856872,0.015440503859685444,0.0005799178931660023,-0.0003345450029814896,-0.001339324665105036,0.009191072667230666,0.0005426868465148067,0.0013837057423379702,0.002276180294031982,-0.00014191962883285277,0.0005652479315633207,0.0011597245328747326,0.06373085627789629,0.10760700387836768,0.10369798482300038,0.0889480708862903,0.05742967724308976,0.053590369505315656,0.08567972308604058,0.8653080817997091,0
26.2,0.001133491259779918,0.008451887954181822,0.03054215486358134,0.019227740124284767,0.014262186092750208,0.008162708580496057,0.004414221182071903,0.00586845770789994,0.03166266215736594,0.03449271215905549,0.03749195344341092,0.0010973857130574267,0.0005151278011718951,0.004063300380325642,0.005905562929073908,0.013986461723507511,0.017742485500518254,0.014390092689971561,-0.0015819473900475483,-0.0015063866138771546,-0.0008843381851536516,0.006676317077250661,-0.001574035655025615,-0.002824662446262466,-0.0030315090081551766,0.0006349476408549256,0.011614858342265427,0.00729411799807987,0.0641288123130091,0.10202556571218845,0.09970647025783358,0.08214890367215512,0.05726128478363637,0.05020483887568271,0.08666007694726048,0.8103639065841997,0
26.3,0.00015709806018788494,0.011629128071692085,0.04230889643989325,0.027331647085999253,0.020408308829776057,0.010375466153754282,0.0062388356182641455,0.0081179035832811,0.04317904032056966,0.04851547038455763,0.05240227565572984,0.0017129035962969883,0.001631378932926304,0.004289944565589418,0.008605259721346159,0.020494578297235316,0.02515881577394964,0.020813299003073608,-0.0015736620181214978,-0.0013970473545067098,-0.0009686704427050029,0.006648561349163872,-0.0015944416940886286,-0.0021091147411509146,-0.0025446354090874618,0.0013177933247445356,0.008244859726582152,0.005307089786077367,0.06315631515332315,0.09959510779108423,0.0984882251825945,0.08139367063350073,0.05655926344286643,0.050033020669920755,0.08514621610299292,0.8990728015973131,0
26.4,0.0005464096742904327,0.0002375401822609793,3.139014725336775e-05,-0.0003034003289489585,-0.0005913938718037419,-0.0007850107460641684,-0.0003696953352993946,-0.0004891784291466679,-0.0011766490267428385,-0.001378898673762785,-0.0013909273598171324,-0.0009475416049707861,-0.0015705014033876603,-0.0012257434513717332,8.378296582055189e-05,-0.0011903243273478502,-0.0009568590389552232,-0.0010103082519673037,0.007297563597054793,0.009639545549410648,0.008464883152984692,0.006673534455810383,0.006796792988430091,0.03609281783467193,0.03470110302195504,0.03158271973356527,0.0053278901531665,0.0038051078757682538,0.013480546233063847,0.018614890469624692,0.008410921183845396,0.008733363286229139,0.0055964985227660545,0.002805731893631734,0.003038786213734671,0.19857538728575228,0
26.5,0.0003998789675578158,-0.00018639691141674947,-0.00018723095577409234,-0.0009318212879405225,-0.0008956673423237219,-0.0010693799619329797,-0.0007606676070012444,-0.0007941218570544628,-0.0013117847988409288,-0.0015319949688574282,-0.0011652138608525414,-0.001076410017747559,-0.0014867154435424632,-0.001360932528564452,-0.0003320709332292405,-0.0012893441580412292,-0.0012198073809506532,-0.0012883749023648967,0.007477310152399772,0.009145246244515084,0.007225685413621878,0.007212969912921943,0.007279696006243106,0.032574654771924616,0.02965262103196532,0.028694452344888127,0.007746452446641778,0.006892532353095279,0.01016506551486764,0.03495950548050652,0.018623652681781108,0.01619411268279406,0.003360625250606776,0.006433286447097341,0.004178077996762047,0.22132789078375503,0
27.1,0.0036279075238489717,0.05025906121763865,0.052048069536758765,0.042093095855311055,0.038973920411157395,0.017154967403422004,0.01664385866009601,0.022115419964731944,0.05514355960726459,0.060174250409899994,0.06586719193163174,0.004403518230956099,0.00433157687617002,0.003699412085254686,0.018784872017222728,0.03329470308376801,0.040251577381573526,0.03180467120934767,-0.0012948247136343768,-0.0014465900465961486,-0.0015813066879052848,0.006343322226801271,-0.0005385850958607149,-0.0024225513526545984,-0.0017934283869038097,-0.002899573640299227,-0.00045409985741986375,0.0017873239736087118,0.05830259460323432,0.08719825929069665,0.08701116879832582,0.08378155530233018,0.054526127653733686,0.04723305181335796,0.07574202079014473,1.050166098077013,0
27.2,0.0012806801931999835,0.033903805765838055,0.09847346408624877,0.06497763141274548,0.048753585470368385,0.024700928209132715,0.015933229083676493,0.019755840681859652,0.11014216459102781,0.11480269100359754,0.12391587871170305,0.005740668270574306,0.018288230747062633,0.011179523387814081,0.02344139653288453,0.22008312801777175,0.24058131330062968,0.2084043480798332,-0.0020757122228230148,-0.0025949852603307537,-0.0027105012161149637,0.0028554014012699943,-0.0019980239857758314,-0.004054091004792159,-0.003961629599495906,-0.004969579409571677,0.002474688455125153,0.000899386881519177,0.03325528846732367,0.05886705830997794,0.05412416988997335,0.044624357134120704,0.02974189960870534,0.027759403832485385,0.045904322697397096,1.6624999615249616,1
27.3,0.002196308624760568,0.04679125462813374,0.12574715626371172,0.08530547419636832,0.06545681395048841,0.03240669900366801,0.022215151275704344,0.027816783263708945,0.11935279685360854,0.14652243644198537,0.15783107474550834,0.008064547090910198,0.014494706297998403,0.011198224103589564,0.029963327267665502,0.1287278684038572,0.14299426830640644,0.12716693612000896,-0.0017629829154191855,-0.001583913906785247,-0.0018872039626271426,0.005705361988863174,-0.001172448085292578,0.000327226120854214,-0.0009970437015205942,-0.00018996854284901855,0.008379169913222462,0.0031777287754060505,0.053403490542557164,0.09178018504857541,0.08516519999832337,0.07172261454937964,0.04624572695410834,0.043445743075925046,0.07020058982023941,1.766211302511043,1
28.1,0.0015176051235290427,0.0672306041821085,0.023097489716778916,0.03256852761000467,0.03632615735833861,0.008193520646696905,0.01694787738204717,0.024242728843668425,0.028187364626621185,0.027732250672522406,0.03036472939669383,9.931488823477854e-05,0.0008979349658039682,0.0015124970992642366,0.017194068440046853,0.03644504187220368,0.040668172185146505,0.02861275537264199,-0.0014127805324616895,-0.0016218389182257602,-0.0017781971357829188,0.006558749650973197,-0.000962985139923017,-0.002443270003066387,-0.0022591157284025266,-0.002866244853498614,-0.001231026170518102,-0.0009450129441620711,0.058138440539156455,0.09098199409089643,0.09034473124760513,0.07692716369379989,0.05336157050950905,0.04699038329444248,0.07818269412600395,0.9078038961086973,0
28.2,-0.003015898431498903,0.01825765255336803,0.049711049222197164,0.033614416764385806,0.02572166797247465,0.01161133612427254,0.007987604964459423,0.010474732544495095,0.05418670927035521,0.057694604212251456,0.0684275465982754,0.0022021542088756776,0.0014670845233351918,0.002426087290794704,0.011034451621147625,0.026055865799859947,0.03224952607202489,0.025198603949730045,-0.0020657141352206226,-0.0020368789690264374,-0.0018769543716385443,0.004855629146289052,-0.001963627081730009,-0.003150473365659957,-0.003219074155991035,-0.0030293718324772723,0.002389553389243801,0.0004527817043541854,0.049768103379784594,0.07954101163294809,0.07722046300261669,0.06436301291303065,0.045278749524729475,0.03952443082575132,0.06783993942458434,0.8491967762923922,0
28.3,-0.0030176712477051875,0.02090797741011373,0.06565537610412249,0.04318746128411849,0.03253390469678962,0.015599522025015909,0.010015084866318053,0.012881538106511143,0.07238582269719165,0.07576279805682934,0.08280855167994203,0.0031337516886481994,0.0024603385236435992,0.003946215846502538,0.014827065097685983,0.03614715123572297,0.04502015505045831,0.0356322958336522,-0.0024091736942267305,-0.002037398187546057,-0.0021130592267469966,0.0022057496050182494,-0.002246190115255548,-0.0024332099119282703,-0.003527583966339373,-0.0023288618354720316,0.0056609110183351765,0.0016707958422150703,0.03271278619730662,0.05585347486599852,0.052337742469616456,0.043234372571238994,0.02885781550176028,0.025513462452380856,0.04403390919512583,0.8448728817370423,0
28.4,0.001175260407419964,0.014407293116474526,0.04878323521053142,0.031491691824203055,0.023584713222844757,0.012152997483649779,0.007252173651637532,0.009383845686818399,0.05128418318715821,0.055544087865555265,0.06031125998722699,0.002069132242929358,0.0025482632493582305,0.010177405496682439,0.010688740780862935,0.031752765799269105,0.03855741514303149,0.032196383199221676,-0.0013925640917069305,-0.001271912773609747,-0.00040987317391398927,0.006644763854910943,-0.0012203246884411678,-0.001648931500238596,-0.0018426582639886396,0.003476902170109415,0.013525179728115407,0.009255343432964948,0.060794142539418235,0.0985955598789253,0.09328960705863039,0.07829044316613998,0.05380728437777006,0.04720167251470082,0.08050442521759385,0.9809599070022555,0
28.5,0.002308831157745696,0.017943612686907192,0.07388458748666972,0.04636169434692862,0.037121570459833,0.019480545936783174,0.012585016519483015,0.01564881892167214,0.06522471635724439,0.07414189598452313,0.07769685844501369,0.002839201556076699,0.002605341382690021,0.010228951377724308,0.02029019865565389,0.0280193508544979,0.03448275915761769,0.03042232009948118,-0.0019252756799783021,-0.0019978923008664258,-0.0018333111068710955,0.005639026578005996,-0.0019013787535190217,-0.003942184717147858,-0.0037681046878178144,-0.003226852509716826,0.016843595954063498,0.008870750235506073,0.05596984527408163,0.09667504678628758,0.08520694504694014,0.07251198024033492,0.0506214899656477,0.045121754241745575,0.07488166540000989,1.065033371353251,0
29.1,0.0010986792041447029,0.06290728795235011,0.017075922741960875,0.028725488591621152,0.03222559985057227,0.006520063966286912,0.01501725385529728,0.022158176060539905,0.02147903659005879,0.019977661329105893,0.02229449536996609,0.0016349283915753575,0.0008365313507853369,0.0008365790424267734,0.015039653660903755,0.02674660945944205,0.029873187958929945,0.019964020455828624,-0.0011184150031245928,-0.0013306663534463426,-0.0016467222349890122,0.006935971018204149,-0.0005861865052627756,-0.002248489471198563,-0.0014554794114288705,-0.002571768215793041,-0.0022692721844305994,-0.00036786539909849426,0.059064826162674576,0.09105443123484612,0.0900558234832239,0.08391546525841485,0.054673104074068925,0.0477731235101936,0.07795060866420858,0.8422396644588581,0
29.2,0.0005036114794715187,-0.00033718642430446977,-0.00019385032490150923,-0.001397492524230299,-0.0010674388725068562,-0.0013644699085495354,-0.0007934053055472139,-0.0008355922366516225,-0.0014853746776948159,-0.0015873691209630186,-0.0014699265506427101,-0.0011986831074942542,-0.001852908095957534,-0.0014364600400469532,-0.0007310808389622126,-0.0014213614063588367,-0.0013487635685718266,-0.0015701359424097055,0.00803864668397389,0.009736551487258115,0.009741597418824289,0.007684787187826319,0.007858165621759576,0.03320210272487423,0.028125713496156696,0.03961260368531991,0.007672038214763332,0.007543377196821507,0.0071025724492046,0.028049494432915704,0.015068533086720862,0.013615486683545477,0.0021501249723445562,0.0045584606890343585,0.004134858151911023,0.2143072267169326,0
29.3,0.0006388717864031188,-0.00018031195013400072,-7.452023540968827e-05,-0.0017214529530709807,-0.001631355178446441,-0.001572812105631612,-0.0012955435263729625,-0.0012993373894681919,-0.0014465591911161444,-0.001602402280814279,-0.001542535639681161,-0.001070721139779913,-0.0016897733002823418,-0.0014600141537513473,-0.0013060821964883276,-0.0013199094426261052,-0.0015754471829257516,-0.0016644144090739682,0.005938977584601803,0.007285628925370325,0.006935847420728723,0.005691536115811035,0.005942631388559962,0.024022066712198486,0.021529193125143398,0.02802840667656013,0.0029857258440127003,0.002672369806122051,0.0030172725253796518,0.014725440154345099,0.006732575339201677,0.007883623953236028,-3.233771058677579e-06,0.0018655616049980286,0.0016412458209562493,0.12508054873749658,0
29.4,0.005673486699631497,0.016344724678914943,0.0577536182838347,0.03682765663577579,0.028114337998250617,0.014846776224064223,0.009013130202458896,0.011917100551164867,0.0542579155351875,0.061766020514512264,0.06613316137056247,0.002003371899362017,0.001786797206349704,0.006747550475538709,0.015395242005019771,0.025034852246566097,0.03170523616835623,0.02824320349531362,0.005064913895457533,0.006715955966939424,0.005972388771761622,0.011660689313980807,0.0047368027832548195,0.023966774017959103,0.02370919072279316,0.023545921295002215,0.000835823717082187,0.00019646009576657853,0.059548668167271834,0.08498790859522819,0.0849922908034628,0.07218014253164404,0.0499221107935875,0.0440358561836203,0.07231383643227668,1.0479499162779529,0
